region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
804_63_6849,08-01-2011,1.755518,0.536824,122.000000,0.707680,0.280364,1.075494,2647
804_63_6849,09-01-2010,0.827971,0.412198,129.000000,0.235405,0.748050,0.768873,2715
804_63_6849,09-01-2011,1.866605,0.545843,120.000000,0.472040,0.515779,1.182857,2170
804_63_6849,10-01-2010,1.585538,0.404175,128.000000,0.295393,0.686797,0.842394,3173
804_63_6849,11-01-2010,1.715640,0.408075,129.000000,0.261706,0.721610,0.830281,3100
804_63_6849,12-01-2010,1.306942,0.397229,139.000000,0.359829,0.618897,0.750341,3674
804_65_49465,05-01-2010,,0.403396,,,,,
804_65_49559,01-01-2011,0.930043,0.932021,106.000000,0.239647,0.750630,1.029141,438
804_65_49559,02-01-2011,0.703372,0.639020,115.000000,0.972519,0.007303,1.105634,512
804_65_49559,03-01-2010,,0.435213,89.000000,0.740740,0.224632,0.864542,
804_65_49559,03-01-2011,1.297199,0.942066,105.000000,0.966677,0.019857,1.289655,546
804_65_49559,04-01-2010,,0.517445,91.000000,0.517291,0.467059,0.771863,
804_65_49559,05-01-2010,0.946647,0.724089,90.000000,0.563971,0.428796,0.863469,210
804_65_49559,06-01-2010,0.855150,0.723969,102.000000,0.521310,0.473585,0.909722,205
804_65_49559,07-01-2010,,0.724289,92.000000,0.441424,0.539893,0.871886,
804_65_49559,07-01-2011,1.670303,1.728760,104.000000,0.950684,0.037220,1.824363,304
804_65_49559,08-01-2010,1.046487,1.166603,96.000000,0.811705,0.155560,0.913621,256
804_65_49559,08-01-2011,1.941469,1.748396,101.000000,0.965007,0.020617,1.697674,271
804_65_49559,09-01-2010,0.373516,0.760150,103.000000,0.923794,0.027774,0.972222,301
804_65_49559,09-01-2011,1.925082,1.488116,118.000000,0.952750,0.034638,1.758410,287
804_65_49559,10-01-2010,1.117447,1.126272,114.000000,0.254731,0.734102,1.078740,252
804_65_49559,11-01-2010,1.371312,1.004726,104.000000,0.264973,0.714248,0.889175,238
804_65_49559,12-01-2010,1.058454,0.976929,101.000000,0.553381,0.437019,0.703349,312
804_65_6849,01-01-2010,,0.335058,,,,,
804_65_6849,01-01-2011,1.160972,0.449988,135.000000,0.596069,0.388939,0.824154,1509
804_65_6849,02-01-2010,0.814727,0.321898,121.000000,0.217734,0.759028,0.604767,507
804_65_6849,02-01-2011,1.190195,0.443937,139.000000,0.624131,0.361402,0.776642,1178
804_65_6849,03-01-2010,0.858492,0.328571,126.000000,0.207747,0.764662,0.475778,986
804_65_6849,03-01-2011,1.685127,0.481069,135.000000,0.292108,0.700760,0.762750,1097
804_65_6849,04-01-2010,0.881054,0.361889,129.000000,0.315664,0.669104,0.592997,1690
804_65_6849,05-01-2010,0.884345,0.345812,129.000000,0.249158,0.736916,0.920033,1286
804_65_6849,06-01-2010,0.846835,0.394607,135.000000,0.339325,0.646406,0.841551,1265
804_65_6849,07-01-2010,0.884349,0.442750,138.000000,0.179582,0.808994,0.755788,1385
804_65_6849,07-01-2011,1.794018,0.510082,129.000000,0.691095,0.301638,0.899848,833
804_65_6849,08-01-2010,0.937501,0.438423,134.000000,0.459872,0.529366,0.782509,963
804_65_6849,08-01-2011,1.699745,0.481119,132.000000,0.799600,0.182258,1.220270,1013
804_65_6849,09-01-2010,0.962345,0.471838,133.000000,0.567904,0.420012,0.634146,998
804_65_6849,09-01-2011,1.769278,0.495584,131.000000,0.550248,0.436621,0.908434,775
804_65_6849,10-01-2010,1.167368,0.474316,133.000000,0.595746,0.394576,0.809982,1345
804_65_6849,11-01-2010,1.398690,0.456236,137.000000,0.203718,0.781733,0.789603,944
804_65_6849,12-01-2010,0.967712,0.448692,140.000000,0.234938,0.749965,0.642105,1107
804_68_16047,01-01-2011,1.256757,1.106413,112.000000,0.961826,0.022693,1.157303,252
804_68_16047,02-01-2011,1.625483,0.982812,101.000000,0.954835,0.036207,1.094262,225
804_68_16047,03-01-2011,1.370609,1.085638,93.000000,0.961205,0.025396,1.638132,234
804_68_16047,06-01-2010,,1.166742,,,,,
804_68_16047,10-01-2010,1.100121,1.085870,110.000000,0.964012,0.021243,0.873134,248
804_68_16047,11-01-2010,1.148442,0.964816,90.500000,0.975812,0.009909,0.890909,211
804_68_16047,12-01-2010,1.296403,1.114083,95.000000,0.974659,0.018466,1.170635,240
804_68_25132,04-01-2010,,0.724613,86.000000,0.883509,0.102461,0.230415,
804_68_25132,05-01-2010,0.926799,0.715083,108.000000,0.939865,0.035909,0.426415,251
804_68_25132,06-01-2010,1.147328,0.924926,104.000000,0.897911,0.091997,0.772727,203
804_68_25132,08-01-2010,,0.838302,,,,,
804_68_25132,09-01-2010,,0.925323,,,,,
804_68_25132,10-01-2010,,0.844347,,,,,
804_68_43266,05-01-2010,,1.126446,111.000000,0.202890,0.791328,0.826484,
804_68_43266,06-01-2010,,1.085706,111.000000,0.255905,0.738427,1.257143,
804_68_51784,01-01-2011,1.440458,0.924402,95.000000,0.835149,0.150251,0.883636,217
804_68_51784,02-01-2011,1.582447,0.875526,88.000000,0.713524,0.268801,0.940711,200
804_68_51784,03-01-2011,2.133170,1.082289,75.000000,0.836182,0.149501,0.337979,241
804_68_51784,12-01-2010,1.225974,1.286132,93.000000,0.940713,0.044323,0.338521,236
804_68_8779,01-01-2011,,1.165087,111.000000,0.743200,0.250263,1.129187,
804_68_8779,02-01-2011,,1.166128,,0.479601,0.515044,0.477612,
804_68_8779,03-01-2011,,1.829929,77.000000,0.497456,0.497665,0.881517,
804_68_8779,04-01-2010,,0.477774,,,,,
804_68_8779,05-01-2010,,0.650973,,,,,
804_68_8779,06-01-2010,,0.408424,95.000000,0.393565,0.598414,0.834711,
804_68_8779,07-01-2010,,1.004980,,,,,
804_71_12872,01-01-2011,,2.209878,98.000000,0.821044,0.175243,1.066116,
804_71_12872,02-01-2011,,1.688368,111.000000,0.605834,0.389321,0.601770,
804_71_12872,03-01-2011,,1.728397,,,,,
804_71_12872,04-01-2010,2.086058,1.487720,133.000000,0.866422,0.118421,0.930909,217
804_71_12872,05-01-2010,1.972455,1.487105,133.000000,0.904088,0.066570,1.411111,235
804_71_12872,06-01-2010,,1.527567,129.000000,0.915707,0.068795,2.200000,
804_71_12872,07-01-2010,2.140404,1.687529,119.000000,0.931416,0.058849,1.352941,201
804_71_12872,12-01-2010,,2.049964,120.000000,0.855780,0.140727,1.314050,
804_71_25133,01-01-2011,7.663078,3.731886,82.000000,0.766786,0.228470,2.274373,544
804_71_25133,02-01-2010,,1.045853,,,,,
804_71_25133,02-01-2011,6.263624,3.778112,68.000000,0.847879,0.140255,1.910345,466
804_71_25133,03-01-2010,3.319092,2.692472,60.000000,0.915568,0.073730,1.707317,449
804_71_25133,03-01-2011,7.238697,3.812434,59.000000,0.728453,0.268304,1.530726,404
804_71_25133,04-01-2010,3.319619,2.693132,71.000000,0.903154,0.082393,1.469894,774
804_71_25133,05-01-2010,3.310871,2.687312,72.000000,0.894870,0.093372,1.825086,815
804_71_25133,06-01-2010,3.237445,2.372528,86.000000,0.868622,0.116295,1.439376,747
804_71_25133,07-01-2010,3.404525,2.691326,70.000000,0.868233,0.127027,1.384615,596
804_71_25133,07-01-2011,14.788644,4.497648,58.000000,0.451328,0.545398,2.312155,224
804_71_25133,08-01-2010,6.106331,2.932743,69.000000,0.521122,0.473952,1.154351,431
804_71_25133,08-01-2011,,6.179861,58.000000,0.356878,0.638456,1.892754,
804_71_25133,09-01-2010,5.211749,2.731941,67.000000,0.888149,0.106319,1.465278,451
804_71_25133,09-01-2011,16.423372,5.621652,56.000000,0.735436,0.261547,2.801242,205
804_71_25133,10-01-2010,7.305486,3.415363,57.000000,0.633670,0.359395,1.339161,409
804_71_25133,11-01-2010,9.111578,3.435007,77.000000,0.514665,0.479753,1.648233,433
804_71_25133,12-01-2010,5.917549,3.455602,84.000000,0.544593,0.451592,1.566038,486
804_71_35268,01-01-2011,,0.723172,,,,,
804_71_35268,10-01-2010,,0.803938,104.500000,0.950123,0.040508,0.863636,
804_74_34814,01-01-2011,1.952163,1.443296,95.000000,0.955629,0.031901,0.666667,322
804_74_34814,02-01-2011,2.017036,1.568900,92.000000,0.958680,0.032835,0.550820,271
804_74_34814,03-01-2011,2.470489,2.130946,84.000000,0.916043,0.069970,0.788344,276
804_74_34814,06-01-2010,,0.962652,,,,,
804_74_34814,07-01-2011,,2.331754,,,,,
804_74_34814,08-01-2011,3.194091,2.291393,87.000000,0.976734,0.018399,1.260465,207
804_77_39399,05-01-2010,,1.527772,,,,,
804_77_48006,01-01-2011,,1.769040,104.500000,0.882275,0.114329,1.620192,
804_77_48006,03-01-2010,2.190952,1.767304,80.500000,0.956354,0.030227,0.778195,240
804_77_48006,04-01-2010,2.390610,1.849915,105.000000,0.916688,0.071302,0.743169,285
804_77_48006,05-01-2010,3.092640,1.888562,108.000000,0.892431,0.097954,0.827930,307
804_77_48006,06-01-2010,2.767367,1.848912,107.000000,0.932871,0.056136,1.122951,323
804_77_48006,07-01-2010,3.063692,1.931000,102.000000,0.922243,0.061505,1.364583,243
804_77_48006,07-01-2011,,2.413500,,0.303711,0.692810,0.333333,
804_77_48006,12-01-2010,,1.845940,103.000000,0.513735,0.481265,0.493776,
804_77_56489,02-01-2010,,0.043591,,0.972310,0.000000,-0.193396,
804_77_56489,03-01-2010,0.089717,0.044464,211.000000,0.913502,0.055977,0.491349,472
804_77_56489,04-01-2010,0.463800,0.049987,179.000000,0.540105,0.444251,0.883951,221
804_77_6849,01-01-2011,,0.484951,135.000000,0.404374,0.588737,0.443299,
804_77_6849,02-01-2010,,0.322296,,,,,
804_77_6849,02-01-2011,,0.424001,140.500000,0.737404,0.257267,1.008299,
804_77_6849,03-01-2010,,0.321522,126.000000,0.489608,0.493527,0.919414,
804_77_6849,03-01-2011,,0.461591,136.000000,0.266563,0.722499,0.459677,
804_77_6849,04-01-2010,0.895527,0.357519,127.500000,0.156432,0.832346,0.727876,205
804_77_6849,05-01-2010,0.893878,0.337419,128.000000,0.179705,0.811096,0.638554,205
804_77_6849,06-01-2010,,0.386129,133.000000,0.296167,0.692732,0.927171,
804_77_6849,07-01-2010,,0.464570,138.000000,0.166837,0.821174,0.575949,
804_77_6849,08-01-2010,,0.391238,,,,,
804_77_6849,09-01-2010,,0.498729,,,,,
804_77_6849,10-01-2010,,0.498684,131.000000,0.325462,0.661233,0.666667,
804_77_6849,11-01-2010,,0.474892,133.500000,0.294567,0.685353,0.798246,
804_77_6849,12-01-2010,,0.444557,140.000000,0.241193,0.748322,0.894515,
826_eng_12390,01-01-2011,1.823012,0.362184,38.000000,0.829523,0.155904,2.436382,681
826_eng_12390,02-01-2010,1.989713,0.320682,32.000000,0.572766,0.412474,2.651805,303
826_eng_12390,02-01-2011,1.701411,0.438647,40.000000,0.855303,0.129472,2.757192,613
826_eng_12390,03-01-2010,2.033078,0.322060,32.000000,0.491366,0.504442,2.624717,550
826_eng_12390,03-01-2011,2.618378,0.482295,40.000000,0.603839,0.390723,2.878929,566
826_eng_12390,04-01-2010,1.712257,0.323129,35.000000,0.633945,0.362345,2.817778,570
826_eng_12390,05-01-2010,2.051805,0.323697,35.000000,0.606131,0.381098,2.680921,584
826_eng_12390,06-01-2010,1.815757,0.322819,32.000000,0.395116,0.600276,3.075778,432
826_eng_12390,07-01-2010,1.565819,0.321847,33.000000,0.363282,0.633108,3.261218,361
826_eng_12390,07-01-2011,2.957805,0.552534,39.000000,0.698418,0.293410,2.872941,549
826_eng_12390,08-01-2010,2.068085,0.405193,34.000000,0.555986,0.439693,2.846501,539
826_eng_12390,08-01-2011,2.960073,0.551285,39.000000,0.847103,0.146247,2.997406,545
826_eng_12390,09-01-2010,1.370357,0.393007,34.000000,0.797084,0.197740,2.461774,661
826_eng_12390,09-01-2011,2.915541,0.562855,41.000000,0.670596,0.323261,2.723252,464
826_eng_12390,10-01-2010,1.603431,0.430793,34.000000,0.722584,0.272705,2.842569,538
826_eng_12390,11-01-2010,2.122539,0.438813,36.000000,0.500736,0.486067,2.533490,537
826_eng_12390,12-01-2010,2.090871,0.440897,39.000000,0.682762,0.309734,2.559395,592
826_eng_12513,01-01-2011,0.479989,0.310008,37.000000,0.966839,0.024310,1.617845,507
826_eng_12513,02-01-2010,,0.312173,35.000000,0.152806,0.837109,2.634752,
826_eng_12513,02-01-2011,0.451582,0.309391,35.000000,0.978181,0.013201,1.891683,478
826_eng_12513,03-01-2010,2.656529,0.314652,35.000000,0.149645,0.845095,2.402685,227
826_eng_12513,03-01-2011,0.466279,0.311133,34.000000,0.979610,0.013452,2.046083,395
826_eng_12513,04-01-2010,3.093041,0.311629,35.000000,0.152801,0.843277,2.558242,235
826_eng_12513,05-01-2010,2.390497,0.315503,35.000000,0.093924,0.897756,2.691441,200
826_eng_12513,06-01-2010,2.925418,0.312007,36.000000,0.145999,0.848864,2.283854,204
826_eng_12513,07-01-2010,2.871020,0.309572,35.000000,0.170642,0.825627,2.600496,213
826_eng_12513,07-01-2011,0.468462,0.307191,35.000000,0.977932,0.015244,1.904509,348
826_eng_12513,08-01-2010,2.345945,0.302873,39.000000,0.336275,0.656353,1.819367,295
826_eng_12513,08-01-2011,0.478607,0.314108,33.000000,0.970088,0.020506,2.160526,334
826_eng_12513,09-01-2010,3.473068,0.303328,37.000000,0.288839,0.707130,1.912752,338
826_eng_12513,09-01-2011,0.485577,0.313537,33.000000,0.978010,0.013576,2.336391,295
826_eng_12513,10-01-2010,2.481256,0.305050,36.000000,0.467477,0.528004,1.542466,237
826_eng_12513,11-01-2010,2.346221,0.309647,38.000000,0.565548,0.428689,1.893035,248
826_eng_12513,12-01-2010,2.047155,0.312169,38.000000,0.750323,0.234940,1.626168,303
826_eng_12576,01-01-2010,,0.256525,,,,,
826_eng_12576,01-01-2011,1.933928,0.294226,43.000000,0.238080,0.743813,2.530461,1057
826_eng_12576,02-01-2010,1.810675,0.287729,54.000000,0.197694,0.793053,2.626800,395
826_eng_12576,02-01-2011,1.752607,0.298943,41.000000,0.716699,0.272635,2.835267,1106
826_eng_12576,03-01-2010,1.856648,0.288426,54.000000,0.194146,0.793619,2.788910,633
826_eng_12576,03-01-2011,1.816008,0.301826,40.000000,0.597592,0.392101,2.817276,935
826_eng_12576,04-01-2010,1.834271,0.290322,52.000000,0.224401,0.765351,2.877336,789
826_eng_12576,05-01-2010,1.867529,0.290521,46.000000,0.205448,0.783384,2.867305,679
826_eng_12576,06-01-2010,1.589361,0.282408,48.000000,0.175136,0.814104,2.937456,487
826_eng_12576,07-01-2010,1.514168,0.281712,49.000000,0.145736,0.841612,2.804693,421
826_eng_12576,07-01-2011,2.826637,0.303003,40.000000,0.645509,0.342217,2.218167,1594
826_eng_12576,08-01-2010,1.533537,0.263135,46.000000,0.198362,0.789336,2.482332,1165
826_eng_12576,08-01-2011,3.023835,0.303138,38.000000,0.615107,0.368302,2.299116,1820
826_eng_12576,09-01-2010,1.508905,0.264212,47.000000,0.215505,0.772811,2.495840,1153
826_eng_12576,09-01-2011,2.408890,0.300568,40.000000,0.879010,0.111455,2.276817,1622
826_eng_12576,10-01-2010,1.375315,0.268386,47.000000,0.225721,0.762025,2.347806,976
826_eng_12576,11-01-2010,1.292493,0.261964,52.000000,0.219526,0.768767,2.454761,877
826_eng_12576,12-01-2010,1.696605,0.287894,44.000000,0.238020,0.750868,2.640936,977
826_eng_12708,01-01-2010,2.800377,0.442066,44.000000,0.692256,0.302306,1.487966,2470
826_eng_12708,01-01-2011,3.561807,0.481871,39.000000,0.957140,0.034239,2.091450,26948
826_eng_12708,02-01-2010,3.371345,0.430319,46.000000,0.765470,0.226489,2.071908,10298
826_eng_12708,02-01-2011,3.920750,0.502124,38.000000,0.944127,0.046953,1.551773,43371
826_eng_12708,03-01-2010,3.388398,0.442338,45.000000,0.946850,0.043696,1.952330,24153
826_eng_12708,03-01-2011,3.658985,0.503432,38.000000,0.945206,0.046026,1.650815,42082
826_eng_12708,04-01-2010,3.528222,0.442298,44.000000,0.953941,0.037258,1.995555,26390
826_eng_12708,05-01-2010,2.238393,0.446005,43.000000,0.968309,0.022241,2.096065,28064
826_eng_12708,06-01-2010,3.293689,0.458999,40.000000,0.960119,0.031423,2.199371,23667
826_eng_12708,07-01-2010,4.058514,0.472371,39.000000,0.952108,0.039771,2.042606,24461
826_eng_12708,07-01-2011,4.523475,0.518431,38.000000,0.881702,0.108235,2.041025,25917
826_eng_12708,08-01-2010,3.666994,0.472424,39.000000,0.958065,0.033037,1.817750,30706
826_eng_12708,08-01-2011,4.305869,0.517025,38.000000,0.910397,0.079325,2.103113,24895
826_eng_12708,09-01-2010,3.508484,0.477568,40.000000,0.960423,0.030149,1.896265,28361
826_eng_12708,09-01-2011,3.909061,0.523023,38.000000,0.925945,0.060102,2.164075,22962
826_eng_12708,10-01-2010,3.444260,0.479986,39.000000,0.959291,0.031161,1.927849,23065
826_eng_12708,11-01-2010,3.335547,0.469183,41.000000,0.959208,0.031130,1.968030,23258
826_eng_12708,12-01-2010,3.429959,0.482052,40.000000,0.960499,0.030235,2.094006,25903
826_eng_13037,01-01-2011,2.695116,0.299247,43.000000,0.146291,0.838735,1.997758,221
826_eng_13037,02-01-2010,,0.310511,42.000000,0.072028,0.921190,2.124000,
826_eng_13037,02-01-2011,2.145457,0.302935,45.000000,0.183407,0.806710,1.814898,229
826_eng_13037,03-01-2010,,0.312409,43.000000,0.070609,0.921427,2.387654,
826_eng_13037,03-01-2011,3.455329,0.308928,42.000000,0.412794,0.576778,1.968208,200
826_eng_13037,04-01-2010,,0.311519,42.000000,0.090448,0.902935,2.801527,
826_eng_13037,05-01-2010,,0.310261,43.000000,0.101446,0.893889,2.363897,
826_eng_13037,06-01-2010,,0.313783,41.000000,0.217626,0.770911,2.851429,
826_eng_13037,07-01-2010,,0.312300,42.000000,0.060835,0.932447,2.709040,
826_eng_13037,07-01-2011,,0.313876,41.000000,0.162733,0.823326,1.896848,
826_eng_13037,08-01-2010,2.745401,0.298852,44.000000,0.156483,0.834898,2.007619,265
826_eng_13037,08-01-2011,,0.307735,40.500000,0.134274,0.859618,2.000000,
826_eng_13037,09-01-2010,2.580319,0.297039,44.000000,0.214753,0.778079,1.975945,291
826_eng_13037,09-01-2011,,0.320737,39.500000,0.143757,0.851103,2.045872,
826_eng_13037,10-01-2010,,0.306453,43.000000,0.168378,0.824466,1.393617,
826_eng_13037,11-01-2010,,0.306384,45.000000,0.201427,0.794797,1.709239,
826_eng_13037,12-01-2010,2.617336,0.300108,46.000000,0.221215,0.772462,1.942308,241
826_eng_13076,01-01-2010,7.838321,0.408825,16.000000,0.647499,0.347545,2.338467,3649
826_eng_13076,01-01-2011,5.312338,0.592362,20.000000,0.734732,0.259084,2.611979,38201
826_eng_13076,02-01-2010,8.232848,0.407885,16.000000,0.543844,0.450922,2.815676,23398
826_eng_13076,02-01-2011,6.540809,0.613066,20.000000,0.561553,0.432936,2.609347,33633
826_eng_13076,03-01-2010,8.185075,0.407337,16.000000,0.613684,0.381321,2.842748,39958
826_eng_13076,03-01-2011,7.244401,0.699751,19.000000,0.484800,0.510357,2.704592,31539
826_eng_13076,04-01-2010,8.145084,0.406843,16.000000,0.636131,0.358640,2.896168,41684
826_eng_13076,05-01-2010,8.202712,0.406797,16.000000,0.646354,0.348363,2.942086,40958
826_eng_13076,06-01-2010,8.417023,0.407766,16.000000,0.681342,0.312995,3.128429,34434
826_eng_13076,07-01-2010,8.319942,0.407636,16.000000,0.643345,0.351918,2.947465,32039
826_eng_13076,07-01-2011,8.101638,0.845538,20.000000,0.310587,0.684900,2.792316,24735
826_eng_13076,08-01-2010,6.514150,0.399104,17.000000,0.870965,0.119638,2.320182,49375
826_eng_13076,08-01-2011,7.953927,0.849220,18.000000,0.374034,0.621164,2.814989,25259
826_eng_13076,09-01-2010,6.397136,0.399710,18.000000,0.892045,0.098145,2.411284,45621
826_eng_13076,09-01-2011,7.383763,0.850412,19.000000,0.429491,0.565813,2.915742,23191
826_eng_13076,10-01-2010,6.521582,0.402346,18.000000,0.818091,0.173846,2.401819,32587
826_eng_13076,11-01-2010,6.151474,0.406804,20.000000,0.742354,0.250395,2.380937,31886
826_eng_13076,12-01-2010,5.534839,0.489159,20.000000,0.762918,0.230362,2.582913,36277
826_eng_20500,01-01-2011,,0.282543,39.000000,0.960339,0.032030,1.255814,
826_eng_20500,02-01-2011,,0.277834,43.000000,0.959635,0.027126,1.172093,
826_eng_20500,03-01-2010,,0.304261,,,,,
826_eng_20500,03-01-2011,,0.298412,,,,,
826_eng_20500,04-01-2010,,0.295045,,,,,
826_eng_20500,05-01-2010,,0.309981,,,,,
826_eng_20500,06-01-2010,,0.304166,,,,,
826_eng_20500,07-01-2010,,0.310186,,,,,
826_eng_20500,07-01-2011,,0.273415,,,,,
826_eng_20500,08-01-2010,1.855959,0.284928,39.000000,0.928685,0.049971,1.222222,215
826_eng_20500,09-01-2010,,0.289607,38.000000,0.961263,0.024933,1.500000,
826_eng_20500,11-01-2010,,0.283076,,,,,
826_eng_20500,12-01-2010,,0.284205,40.000000,0.947499,0.034626,0.766520,
826_eng_21327,01-01-2010,,0.200653,130.000000,0.215980,0.770916,3.100840,
826_eng_21327,01-01-2011,0.557409,0.281628,110.000000,0.541365,0.440404,3.641539,1647
826_eng_21327,02-01-2010,,0.216726,125.000000,0.200245,0.786030,3.816934,
826_eng_21327,02-01-2011,0.703233,0.300602,109.000000,0.275394,0.710077,3.523082,1030
826_eng_21327,03-01-2010,0.676668,0.204499,120.000000,0.212517,0.775208,3.611867,435
826_eng_21327,03-01-2011,0.772262,0.409485,101.000000,0.260895,0.727169,3.562861,1190
826_eng_21327,04-01-2010,0.559176,0.203669,120.000000,0.217614,0.769960,3.650188,610
826_eng_21327,05-01-2010,0.569816,0.207286,119.000000,0.220814,0.767639,3.848212,740
826_eng_21327,06-01-2010,0.773968,0.208370,117.000000,0.209824,0.778278,3.995336,582
826_eng_21327,07-01-2010,0.840319,0.211477,114.000000,0.207629,0.780021,3.712387,639
826_eng_21327,07-01-2011,0.903038,0.469295,93.000000,0.215940,0.773084,3.006135,1009
826_eng_21327,08-01-2010,0.859261,0.213565,118.000000,0.242616,0.743692,3.416839,777
826_eng_21327,08-01-2011,0.948908,0.509743,90.000000,0.232218,0.757908,3.117202,1248
826_eng_21327,09-01-2010,0.985315,0.219110,118.000000,0.261315,0.723361,3.450910,924
826_eng_21327,09-01-2011,1.041770,0.579177,90.000000,0.241900,0.748468,3.200554,1300
826_eng_21327,10-01-2010,0.759210,0.222237,111.000000,0.267380,0.718707,3.535591,792
826_eng_21327,11-01-2010,0.687277,0.228737,110.000000,0.355052,0.625962,3.632184,1175
826_eng_21327,12-01-2010,0.658999,0.256983,110.000000,0.545326,0.426856,3.761921,1467
826_eng_25041,01-01-2011,0.284349,0.281685,39.000000,0.829322,0.149230,2.388521,288
